县	n	n	2_n
防疫	n	n	1_n
站	n	n	2_v
无力	v	vd	1_v
承担	v	v	0_Root
尿	n	n	1_n
碘	n	n	1_v
检测	v	vn	-1_v

市	b	b	1_b
级	b	b	2_n
防疫	n	n	1_n
站	n	n	1_n
设备	n	n	1_v
也	d	d	1_v
严重	a	ad	1_v
短缺	v	vi	0_Root

广元	n	ns	1_ns
市	n	ns	2_n
防疫	n	n	1_n
站	n	n	1_n
检验	v	vn	1_n
科	n	n	1_n
的	u	ude1	-1_n
冰箱	n	n	1_d
还是	d	d	0_Root
美国	n	nsf	2_t
四十	t	t	1_t
年代	t	t	1_n
的	u	ude1	-1_t
产品	n	n	-1_d

用	v	v	3_n
于	v	v	1_v
检测	v	vn	-2_v
尿	n	n	1_n
碘	n	n	-1_v
的	u	ude1	-1_v
马弗炉	n	n	2_v
是	v	vshi	1_v
一九六三	m	m	1_m
年	m	m	1_v
生产	v	vn	0_Root
的	u	ude1	-1_v

神经	n	n	1_n
功能	n	n	1_n
测定	n	n	1_n
仪	n	n	1_n
等	u	udeng	-1_n
设备	n	n	1_v
在	p	p	1_r
这里	r	rzs	1_v
只能	d	d	1_v
是	v	vshi	0_Root
可	v	v	1_v
想	v	v	-2_v
而	c	cc	-1_v
不可	v	v	1_v
即	v	v	-2_v

缺少	v	v	2_a
必要	a	a	2_n
的	u	ude1	-1_a
检测	n	n	1_n
设备	n	n	-1_v
在	p	p	1_ns
西藏	n	ns	1_a
很	d	d	1_a
普遍	a	a	0_Root

日喀则	n	ns	1_ns
地区	n	ns	1_d
由于	c	c	1_d
没有	d	d	0_Root
检测	v	v	3_n
尿	n	n	1_n
碘	n	n	-1_v
设备	n	n	-1_d

一直	d	d	2_v
未能	v	v	1_v
开展	v	v	0_Root
尿	n	n	1_n
碘	n	n	1_n
检测	n	n	1_n
工作	n	n	-1_v

地区	n	n	1_n
卫生	a	an	1_n
局长	n	n	1_v
朱国烈	n	nr	-1_n
告诉	v	v	0_Root
记者	n	n	-1_v

由于	c	c	2_v
无法	v	v	1_v
掌握	v	v	0_Root
病区	n	n	1_n
群众	n	n	1_s
体内	s	s	1_n
碘	n	n	1_n
含量	n	n	1_n
的	u	ude1	-1_n
确切	a	a	1_n
情况	n	n	-1_v

只能	d	d	3_v
对	p	p	1_n
上门	v	vi	1_v
求医	v	vi	1_n
的	u	ude1	-1_v
病人	n	n	1_v
进行	v	vx	0_Root
针对性	n	n	1_v
的	u	ude1	-1_n
治疗	v	vn	-1_v

整个	b	b	1_n
地区	n	n	2_v
的	u	ude1	-1_n
碘缺乏病	n	n	1_v
防治	v	vn	1_v
工作	v	vn	1_v
还	d	d	1_v
存在	v	v	0_Root
一定	b	b	1_n
的	u	ude1	-1_b
盲目性	n	n	-1_v

面临	v	v	0_Root
防治	v	vn	1_n
的	u	ude1	-1_v
如此	r	rzv	1_n
困境	n	n	-2_v

我们	r	rr	1_n
的	u	ude1	-1_r
防治	v	vn	1_n
人员	n	n	1_v
为了	p	p	1_v
解除	v	v	0_Root
病区	n	n	1_n
群众	n	n	1_n
的	u	ude1	-1_n
疾苦	n	n	-1_v

尽职尽责	a	al	2_v
默默无闻	v	vl	-1_a
地	u	ude2	-1_a
奉献	v	v	0_Root
着	u	uzhe	-1_v

请	v	v	0_Root
记住	v	v	-1_v
他们	r	rr	-1_v
吧	y	y	-2_v

一	m	m	1_q
类	q	q	1_v
是	v	vshi	0_Root
对	p	p	1_n
情况	n	n	1_v
了如指掌	v	vl	-1_v

内蒙古	n	ns	1_ns
乌兰察布	n	ns	1_ns
盟	n	ns	3_n
地	n	n	1_n
病	n	n	1_n
站	n	n	1_nr
郭	n	nr	0_Root
建科	n	nr	-1_nr

这位	r	rzv	1_n
毕业	v	v	1_n
几年	m	m	-1_v
的	u	ude1	-1_v
大学生	n	n	0_Root

在	p	p	1_f
众人	n	n	1_f
面前	f	f	1_d
不善	d	d	0_Root
言谈	n	n	-1_d

凭	p	p	1_n
他	r	rr	1_s
手中	s	s	1_n
的	u	ude1	-1_s
资料	n	n	1_v
就	d	d	1_v
知道	v	v	0_Root
他	r	rr	1_v
如何	r	ryv	1_v
工作	v	vi	-1_v
了	y	y	-2_v

全	n	n	1_n
盟	n	n	1_n
碘缺乏病	n	n	1_v
的	u	ude1	-1_n
分布	v	vn	0_Root

历年	n	n	1_n
病情	n	n	1_v
监测	v	vn	1_n
结果	n	n	0_Root

一九	m	m	2_m
八八	m	m	-1_m
年	m	m	1_n
以来	f	f	-1_m
病情	n	n	1_ng
月	n	n	1_ng
检	n	ng	3_n
季	n	n	1_n
报	n	n	-1_ng
资料	n	n	0_Root
等	u	udeng	-1_n

内行	n	n	1_n
人	n	n	1_v
都	d	d	1_v
知道	v	v	0_Root

月	n	n	1_ng
检	n	ng	0_Root
季	n	n	1_n
报	n	n	-1_ng

工作量	n	n	1_a
不	v	v	1_v
知	v	v	1_a
有	v	vyou	1_a
多	m	m	1_a
大	a	a	0_Root

四川	n	ns	1_ns
省	n	ns	2_n
地方病	n	n	1_v
防治	v	vn	1_n
研究所	n	n	1_nr
的	u	ude1	-1_n
邓佳云	n	nr	0_Root

足迹	n	n	1_v
踏遍	v	v	0_Root
了	u	ule	-1_v
四川	n	ns	1_n
的	u	ude1	-1_ns
大部分	m	m	1_n
病区	n	n	-1_v

有	d	d	1_d
时候	d	d	1_v
在	p	p	1_f
下边	f	f	1_v
蹲点	v	vi	1_d
一	m	m	1_v
呆	v	v	1_d
就是	d	d	0_Root
几个	m	m	1_n
月	n	n	-1_d

记者	n	n	1_v
采访	v	v	1_v
时	n	ng	-1_v
发现	v	v	0_Root
他	r	rr	1_v
对	p	p	1_n
四川	n	ns	1_n
的	u	ude1	-1_ns
情况	n	n	1_v
熟	v	vi	-1_v
透	v	vi	-1_v
了	y	y	-2_v

这位	r	rzv	2_n
在	p	p	3_m
一九	m	m	2_m
七五	m	m	-1_m
年	m	m	1_v
参加	v	v	2_n
工作	v	vn	-1_v
的	u	ude1	-2_v
中国	n	ns	1_n
医科	n	n	1_a
大	a	a	1_n
的	u	ude1	-1_a
毕业生	n	n	0_Root

现在	t	t	1_v
每	r	r	1_r
月	r	r	1_n
收入	n	n	1_v
仅	d	d	1_v
有	v	vyou	0_Root
二百七十	m	m	1_q
余	m	m	-1_m
元	q	q	-1_v

但	c	c	1_v
他	r	rr	1_v
告诉	v	v	0_Root
记者	n	n	-1_v

他	r	rr	1_v
太	d	d	1_v
爱	v	v	0_Root
他	r	rr	1_n
的	u	ude1	-1_r
事业	n	n	-1_v

也	d	d	1_v
太	d	d	1_v
同情	v	v	0_Root
病区	n	n	1_n
群众	n	n	-1_v

一	m	m	1_q
类	q	q	1_v
是	v	vshi	0_Root
任劳任怨	v	vl	1_v
坚守	v	v	-2_v
岗位	n	n	-1_v

四川	n	ns	1_ns
万县	n	ns	1_ns
市	n	ns	2_n
防疫	n	n	1_n
站	n	n	1_n
地	u	ude2	1_v
病	v	v	1_n
科	n	n	1_n
副主任	b	b	1_n
医师	n	n	0_Root
程克明	n	nr	-1_n

一九六四	m	m	1_m
年	m	m	1_v
大学	n	n	1_v
毕业	v	v	1_v
后	f	f	-1_v
一直	d	d	1_v
从事	v	vi	0_Root
地方病	n	n	1_v
防治	v	vn	1_v
工作	v	vn	-2_v

全家	n	n	1_q
四	m	m	1_q
口	q	q	1_n
人	n	n	0_Root

人均	a	a	1_v
每	r	r	1_r
月	r	r	1_v
仅	d	d	1_v
有	v	vyou	0_Root
六十	m	m	1_q
多	m	m	-1_m
元	q	q	1_n
生活费	n	n	-1_v

生活	v	vn	1_a
的	u	ude1	-1_v
困难	a	an	1_v
并	c	cc	1_d
未	d	d	1_v
影响	v	v	0_Root
他	r	rr	1_n
的	u	ude1	-1_r
工作	v	vn	1_n
积极性	n	n	-2_v

他	r	rr	1_s
身边	s	s	1_n
的	u	ude1	-1_s
同事	n	n	1_v
们	k	k	-1_n
一个	m	mq	1_v
个	q	q	-1_m
调	v	v	0_Root
走	v	v	-1_v

他	r	rr	1_v
依然	d	d	1_v
深入	v	v	0_Root
边远	b	b	1_n
贫困	a	a	1_n
山区	n	n	-1_v
参加	v	v	-1_v
防治	v	vn	1_v
工作	v	vn	-2_v

西藏	n	ns	1_ns
山南地区	n	ns	1_n
卫生局	n	n	1_b
副局长	b	b	0_Root
白玛仁增	n	nr	-1_b

今年	t	t	1_d
只有	d	d	0_Root
三十六	m	m	1_q
岁	q	qt	-1_d

可	v	v	4_v
他	r	rr	1_v
从事	v	vi	3_v
地方病	n	n	1_v
防治	v	vn	1_v
工作	v	vn	-2_v
已经	d	d	1_v
有	v	vyou	0_Root
十四	m	m	1_q
个	q	q	1_n
年头	n	n	-1_v
了	y	y	-1_v

他	r	rr	1_v
骑	v	v	0_Root
上	v	vf	-1_v
骡子	n	n	-2_v

把	p	pba	1_ng
碘	n	n	1_ng
丸	n	ng	1_v
送到	v	v	0_Root
病区	n	n	1_n
群众	n	n	1_s
手中	s	s	-1_v

新疆	n	ns	1_v
的	u	ude1	-1_ns
防治	v	vn	1_v
工作	v	vn	2_v
更	d	d	2_v
是	v	vshi	1_v
凝聚	v	v	0_Root
着	u	uzhe	-1_v
一	m	m	1_a
大批	a	a	1_n
无名英雄	n	n	1_n
的	u	ude1	-1_n
心血	n	n	-1_v

每	r	rz	1_v
到	v	v	0_Root
一	m	m	1_n
县	n	n	-1_v

记者	n	n	1_v
都	d	d	1_v
看到	v	v	0_Root
了	u	ule	-1_v
他们	r	rr	1_v
在	p	p	1_n
病区	n	n	1_v
奋斗	v	vi	1_n
的	u	ude1	-1_v
身影	n	n	-2_v

阿克苏	n	ns	1_ns
地区	n	ns	1_d
卫生	a	an	1_d
处	d	d	1_d
处长	d	d	0_Root
张居仁	n	nr	-1_d

新和	n	ns	1_ns
县	n	ns	1_v
地	n	n	1_n
病	n	n	1_v
办	v	v	1_n
主任	n	n	0_Root
杨建中	n	nr	-1_n

拜城	n	ns	1_ns
县	n	ns	1_v
地	n	n	1_n
病	n	n	1_v
办	v	v	1_n
负责人	n	n	0_Root
刘光伦	n	nr	-1_n

天津	n	ns	1_n
的	u	ude1	-1_ns
医学院	n	n	1_v
毕业	v	v	1_n
的	u	ude1	-1_v
大学生	n	n	0_Root

三十	m	m	1_q
多	m	m	-1_m
年	q	qt	0_Root
了	y	y	-1_q

他们	r	rr	1_v
将	p	p	1_n
自己	r	rr	1_n
的	u	ude1	-1_r
青春	n	n	1_v
和	c	cc	-1_n
才华	n	n	-1_n
都	d	d	1_v
献给	v	v	0_Root
了	u	ule	-1_v
新疆	n	ns	-1_v

他们	r	rr	1_q
都	d	d	1_q
可以	v	v	1_q
回到	q	qv	0_Root
内地	s	s	-1_q

就	d	d	1_v
放弃	v	v	0_Root
了	u	ule	-1_v
离	v	v	1_n
疆	b	b	-1_v
的	u	ude1	-1_v
念头	n	n	-2_v

还有	v	v	1_v
一	m	m	1_q
类	q	q	1_v
是	v	vshi	0_Root
千方百计	d	dl	1_b
治病救人	b	bl	-1_v

搞	v	v	2_n
科研	n	n	-1_v
的	u	ude1	-1_v
典型	n	n	0_Root

内蒙古	n	ns	1_ns
伊克昭盟	n	ns	3_n
地	n	n	1_n
病	n	n	1_n
站	n	n	1_nr
刘文明	n	nr	0_Root

一	m	m	1_v
到	v	v	2_v
病区	n	n	-1_v
就	d	d	2_v
为	v	v	1_n
群众	n	n	1_v
检查	v	vn	0_Root
身体	n	n	-1_v

该	r	rz	1_ng
盟	n	ng	1_n
准噶尔	n	ns	1_n
旗	n	n	1_n
朝脑梁	b	b	1_n
乡	n	n	2_nr
沈承梁	n	nr	1_nr
村	n	nr	1_nr
刘金喜	n	nr	0_Root

经	p	p	1_v
刘文明	n	nr	1_v
精心	a	ad	1_v
医治	v	v	0_Root

当	p	p	1_v
记者	n	n	1_v
到	v	v	0_Root
病人	n	n	1_n
家	n	n	-1_v
时	n	ng	-1_v

只	v	v	1_v
见	v	v	0_Root
刘金喜	n	nr	1_n
全家	n	n	2_v
围	v	v	1_v
着	u	uzhe	-1_v
刘文明	n	nr1	-1_v
问长问短	v	vl	-2_v

村里	n	n	1_v
有	v	vyou	0_Root
个	q	q	1_n
小伙子	n	n	-1_v
说	v	v	-1_n

防疫	n	n	1_n
站	n	n	1_n
的	u	ude1	-1_n
人	n	n	1_d
都是	d	d	0_Root
大	a	a	1_a
好人	a	a	-1_d

因为	p	p	1_v
他们	r	rr	1_v
给	p	p	1_r
我们	r	rr	1_v
治病	v	vi	0_Root

西藏	n	ns	1_n
卫生厅	n	n	1_n
防疫	v	vn	1_n
处	n	n	1_n
处长	n	n	0_Root
尹波	n	nr	-1_n

进藏	v	vf	0_Root
三十	m	m	1_q
多	m	m	-1_m
年	q	qt	-1_v
来	f	f	-1_q

茶	n	n	1_n
砖	n	n	0_Root
加	b	b	-1_n
碘	n	n	-1_n

近年	t	t	1_v
已	d	d	1_v
获	v	v	0_Root
国家	n	n	1_n
专利	n	n	-1_v

正是	v	v	0_Root
这些	r	rz	1_n
默默无闻	v	vl	1_n
的	u	ude1	-1_v
人	n	n	-2_v

以	p	p	1_n
自己	r	rr	1_n
的	u	ude1	-1_r
高尚	a	a	1_n
的	u	ude1	-1_a
品德	n	n	0_Root

支撑	v	v	0_Root
着	u	uzhe	-1_v
防治	v	vn	1_n
事业	n	n	1_v
的	u	ude1	-1_n
发展	v	vn	-2_v

防治	v	vn	1_v
工作	v	vn	1_v
涉及	v	v	0_Root
卫生	a	an	-1_v

税务	n	n	1_n
等	u	udeng	-1_n
诸多	m	m	1_n
部门	n	n	0_Root

需要	v	v	0_Root
一个	m	mq	2_n
相对	d	d	1_v
统一	v	v	2_n
且	c	c	1_v
有	v	vyou	2_n
权威性	n	n	-1_v
的	u	ude1	-1_v
机构	n	n	-3_v

以	p	p	1_n
领导	n	n	0_Root
和	c	cc	-1_n
协调	v	vn	-1_n
防治	v	vn	1_v
工作	v	vn	-1_n

各级	r	r	1_v
必须	d	d	1_v
健全	v	v	0_Root
防治	v	vn	1_n
专业	n	n	1_n
机构	n	n	-2_v

使	v	v	0_Root
防治	v	vn	1_v
工作	v	vn	-2_v
有	v	vyou	-3_v
人	n	n	-1_v
来	v	vf	1_v
抓	v	v	-1_n

有	r	r	0_Root
人	r	r	-1_r
来	v	vf	1_v
干	v	v	-1_r

采取	n	n	1_a
措施	n	n	-1_n
稳定	a	an	2_v
防治	v	vn	1_n
队伍	n	n	-1_a
也	d	d	1_v
已	d	d	1_v
刻不容缓	v	vl	0_Root

对于	p	p	2_n
地方病	n	n	1_v
防治	v	vn	1_n
人员	n	n	1_v
来说	v	vi	0_Root

强调	v	v	0_Root
责任心	n	n	-1_v
和	c	cc	-1_n
使命感	n	n	-1_n

强调	v	vd	1_a
奉献	v	v	1_n
精神	n	n	-2_v
十分	m	m	1_a
重要	a	a	0_Root

但	c	c	2_v
要	v	v	1_v
真正	d	d	1_v
留	v	v	0_Root
得	u	ude3	-1_v
住	v	vi	-1_v
人	n	n	-2_v

稳定	v	v	0_Root
这	r	rzv	1_q
支	q	q	1_n
队伍	n	n	-1_v

并且	c	c	1_v
使	v	v	0_Root
防治	v	vn	1_n
人员	n	n	-2_v
充分	n	n	1_n
发挥	n	n	-2_v
工作	v	vn	1_n
积极性	n	n	-1_n

必须	d	d	1_v
切实	a	ad	1_v
提高	v	v	0_Root
他们	r	rr	1_n
的	u	ude1	-1_r
生活	v	vn	1_n
待遇	n	n	-2_v

改善	v	v	0_Root
他们	r	rr	2_n
的	u	ude1	-1_r
工作	n	n	1_n
条件	n	n	-1_v

公证	n	n	1_n
机关	n	n	2_v
应该	v	v	1_v
参与	v	v	0_Root
监督	v	vn	-1_v

防止	v	v	0_Root
房地产业	n	n	-1_v
无序	b	b	1_v
经营	v	vn	-1_v

管理	v	v	1_v
是	v	vshi	0_Root
一个	m	mq	1_nl
复杂	a	a	1_nl
的	u	ude1	-1_a
系统工程	n	nl	-1_v

牵涉	v	v	0_Root
诸多	m	m	2_n
法律	n	n	1_n
问题	n	n	-1_v

除	p	p	1_v
需要	v	v	0_Root
法律	n	n	1_v
的	u	ude1	-1_n
帮助	v	vn	-1_v
和	c	cc	-1_v
保障	v	vn	-1_v
外	f	f	-3_v

公证	n	n	1_n
机关	n	n	1_v
也	d	d	1_v
必须	d	d	1_v
参与	v	v	0_Root
其中	r	rz	-1_v

下文	v	vf	1_n
的	u	ude1	-1_v
看法	n	n	1_v
值得	v	v	0_Root
参考	v	v	-1_v

盖	v	v	2_v
房子	n	n	-1_v
首先	d	d	2_v
必需	v	vi	1_v
有	v	vyou	0_Root
土地	n	n	-1_v

我国	n	n	1_n
城镇	n	n	1_n
土地	n	n	1_n
所有权	n	n	1_v
归	v	v	0_Root
国家	n	n	-1_v

转让	v	v	1_v
仅	d	d	1_v
指	v	v	0_Root
土地	n	n	1_n
使用权	n	n	-1_v

转让	v	v	1_v
都	d	d	1_v
必须	d	d	1_v
遵循	v	v	0_Root
平等	a	a	-1_v

有偿	b	b	1_n
和	c	cc	-1_b
有	v	vyou	-1_b
期	n	ng	-1_v
的	u	ude1	-1_b
原则	n	n	0_Root

有	v	vyou	0_Root
公证	v	vn	1_n
机关	n	n	-2_v
参与	v	v	-1_n

可	v	v	1_v
保证	v	v	0_Root
国有	v	vn	1_n
土地	n	n	1_n
使用权	n	n	1_v
出让	v	v	-2_v

转让	v	v	2_v
能	v	v	1_v
依法	d	d	1_v
有	a	a	-1_d
序	a	a	-1_a
公正	a	a	1_v
合理	a	a	-1_a
地	u	ude2	-2_a
进行	v	vx	0_Root

深圳	n	ns	1_ns
市	n	ns	1_v
有偿	d	d	1_v
出让	v	v	0_Root
第一	m	m	1_q
块	q	q	1_n
国有	v	vn	1_n
土地	n	n	1_n
使用权	n	n	-2_v
以来	f	f	-2_v

取得	v	v	0_Root
了	u	ule	-1_v
很	d	d	1_a
好	a	a	2_n
的	u	ude1	-1_a
法律	n	n	1_n
效应	n	n	-1_v

但	c	c	1_v
仍	d	d	1_v
有	v	vyou	0_Root
不少	m	m	1_n
地方	n	n	-1_v
忽略	v	v	-1_n
了	u	ule	-1_v
公证	n	n	1_n
的	u	ude1	-1_n
作用	n	n	-1_v

缺乏	v	v	0_Root
在	p	p	1_v
公证	n	n	1_n
部门	n	n	1_v
监督	v	vn	1_a
下	f	f	-1_v
的	u	ude1	-1_v
公平	a	a	-2_v

公开	a	a	2_n
的	u	ude1	-1_a
市场	n	n	1_v
竞争	v	vn	1_n
机制	n	n	0_Root

结果	n	n	1_v
让	v	v	0_Root
一些	m	mq	2_n
不法	b	b	2_n
开发	n	n	1_n
商	n	n	-1_v
钻	v	v	-1_v
了	u	ule	-1_v
空子	n	n	-1_v

以	p	p	2_n
低	n	n	1_n
价	n	n	1_v
获得	v	v	0_Root
土地	n	n	-1_v
后	f	f	-1_v

转手	v	vi	0_Root
以	p	p	1_n
高价	n	n	1_v
炒卖	v	v	-1_v

使	v	v	0_Root
国家	n	n	2_v
应	v	v	1_v
从	p	p	1_n
土地	n	n	1_v
上	f	f	-1_n
获得	v	v	1_n
的	u	ude1	-1_v
收益	n	n	-3_v
白白	d	d	1_v
流失	v	v	-3_v

完善	v	v	0_Root
我国	n	n	2_n
土地	n	n	1_n
市场	n	n	1_n
模式	n	n	-1_v
与	c	cc	-1_n
结构	n	n	-1_n

转让	v	v	2_n
中	f	f	-1_v
的	u	ude1	-1_v
法律	n	n	1_n
作用	n	n	0_Root

房产	n	n	1_v
经营	v	vn	0_Root
与	c	cc	-1_v
消费	v	vn	-1_v

养护	v	v	1_v
等	u	udeng	-1_v
一系列	m	m	1_v
经济	n	n	1_v
活动	v	vn	0_Root

它们	r	rr	1_v
直接	a	ad	1_v
关系	v	v	0_Root
到	v	v	-1_v
经营者	n	n	2_n
和	c	cc	-1_n
消费者	n	n	-1_n
的	u	ude1	-2_n
切身	b	b	1_n
利益	n	n	-2_v

是	v	vshi	0_Root
房地产	n	n	1_n
市场	n	n	1_nl
流通领域	n	nl	1_n
的	u	ude1	-1_nl
关键	n	n	-1_v

焦点	n	n	1_v
主要	d	d	1_v
集中	v	v	0_Root
在	p	p	2_n
房屋	n	n	1_n
的	u	ude1	-1_n
价格	n	n	-1_v

产权	n	n	1_n
产	v	v	1_ng
籍	n	ng	-1_n
及	c	cc	-1_n
维修	v	vn	-1_n
管理	v	vn	-1_v
等	u	udeng	-1_n
方面	n	n	0_Root

据	p	p	2_v
有关	v	vn	1_n
部门	n	n	1_v
统计	v	v	0_Root

直辖市	n	n	2_n
的	u	ude1	-1_n
消费者	n	n	1_n
协会	n	n	1_v
受理	v	v	0_Root
投诉	v	vn	-1_v
中	f	f	-2_v

因	p	p	1_v
不	d	d	1_v
履行	v	v	0_Root
合同	n	n	-1_v

擅自	d	d	1_v
提高	v	v	0_Root
房屋	n	n	1_n
售价	n	n	-1_v

使用	v	v	0_Root
不	d	d	1_v
合格	v	vi	1_n
建材	n	n	-2_v

导致	v	v	0_Root
房屋	n	n	1_n
质量	n	n	1_a
低劣	a	a	-1_v

以及	c	cc	3_v
商品房	n	n	1_v
售后	v	v	2_v
无人	v	v	1_v
管理	v	vn	0_Root
维修	v	vn	-1_v

严重	a	ad	1_v
影响	v	v	1_v
消费者	n	n	1_n
利益	n	n	-1_v
的	u	ude1	-1_v
投诉	v	vn	1_v
就	d	d	1_v
占	v	v	0_Root
总	b	b	1_n
投诉	v	vn	1_n
量	n	n	1_m
的	u	ude1	-1_n
百	m	m	-2_v
分之	m	m	-1_m
七十	m	m	-2_m
以上	f	f	-3_m

这些	r	rz	1_n
问题	n	n	1_n
症结	n	n	1_v
就	d	d	1_v
在于	v	v	0_Root

对	p	p	2_n
房屋	n	n	1_n
经营者	n	n	1_v
缺乏	v	v	0_Root
法律	n	n	1_v
约束	v	vn	-1_v

而	c	cc	1_v
对	p	p	2_n
房屋	n	n	1_n
购买者	n	n	1_v
又	d	d	1_v
缺乏	v	v	0_Root
法律	n	n	1_v
保障	v	vn	-1_v

凡	d	d	1_v
在	p	p	1_v
房屋	n	n	1_v
买卖	v	vn	0_Root

抵押	v	v	1_v
等	u	udeng	-1_v
经济	n	n	1_v
活动	v	vn	1_v
中	f	f	-1_v
签订	v	v	1_n
的	u	ude1	-1_v
合同	n	n	0_Root
契约	n	n	-1_n

都	d	d	2_v
应	v	v	1_v
由	p	p	2_n
公证	n	n	1_n
机关	n	n	1_v
进行	v	vx	0_Root
公证	v	vn	-1_v

公证	n	n	1_n
人员	n	n	2_v
依照	p	p	1_n
法定	b	b	1_n
程序	n	n	2_v
对	p	p	3_n
合同	n	n	1_n
条款	n	n	1_n
内容	n	n	2_v
逐项	v	vd	1_v
审核	v	v	0_Root

使	v	v	0_Root
经营者	n	n	2_n
和	c	cc	-1_n
消费者	n	n	-1_n
的	u	ude1	-2_n
权益	n	n	-1_v
都	d	d	1_v
得到	v	v	-1_v
维护	v	v	-1_v
和	c	cc	-1_v
保障	v	vn	-1_v

促进	v	v	0_Root
房地产	n	n	1_n
市场	n	n	1_v
交易	v	vn	1_v
的	u	ude1	-1_v
正常	a	a	1_v
进行	v	vx	-2_v

为了	p	p	1_v
改善	v	v	0_Root
城市	n	n	1_n
居民	n	n	1_n
的	u	ude1	-1_n
居住	v	vn	1_n
环境	n	n	-2_v
和	c	cc	-1_n
住房	n	n	1_n
条件	n	n	-2_n

我国	n	n	1_n
许多	m	m	1_n
城市	n	n	1_n
政府	n	n	1_v
都	d	d	1_v
在	p	p	1_v
着手	v	v	0_Root
大规模	d	d	2_v
对	p	p	1_a
旧城	a	a	2_v
进行	v	vx	1_v
改建	v	vn	-2_v

但	c	c	1_n
在	p	p	1_v
旧城	a	a	1_v
改建	v	v	1_v
中	f	f	-1_v
遇到	v	v	1_n
的	u	ude1	-1_v
最大	d	d	1_n
难题	n	n	0_Root

就是	d	d	0_Root
房屋拆迁	n	n	1_v
补偿	v	vn	1_n
和	c	cc	-1_v
安置	v	vn	-1_v
问题	n	n	-1_d

尽管	c	c	1_v
一九九一	m	m	1_m
年	m	m	1_v
国务院	n	nt	1_v
就	d	d	1_v
颁布	v	v	0_Root
了	y	y	-1_v

城市	n	n	1_n
房屋拆迁	n	n	1_n
管理	n	n	1_n
条例	n	n	0_Root

安置	v	v	1_n
协议	n	n	1_v
订立	v	v	0_Root
后	f	f	-1_v

可以	v	v	1_v
向	p	p	2_n
公证	n	n	1_n
机关	n	n	1_v
办理	v	v	0_Root
公证	n	n	-1_v

并	d	d	1_v
送	v	v	0_Root
房屋拆迁	n	n	1_n
主管	v	vn	1_n
部门	n	n	-2_v
备案	v	vi	-2_v

拆除	v	v	0_Root
依法	d	d	1_v
代管	v	v	1_n
的	u	ude1	-1_v
房屋	n	n	-2_v

代管	v	v	1_n
人	n	n	1_v
是	v	vshi	0_Root
房屋拆迁	n	n	1_n
主管	v	vn	1_n
部门	n	n	-2_v
的	u	ude1	-1_n

安置	v	v	1_n
协议	n	n	1_p
必须	d	d	1_p
经	p	p	0_Root
公证	n	n	1_n
机关	n	n	1_n
公证	n	n	-1_p

并	d	d	1_v
办理	v	v	0_Root
证据	n	n	1_v
保全	v	v	-1_v

在	p	p	1_v
实际	n	n	1_v
执行	v	v	0_Root
中	f	f	-1_v

公证	n	n	1_n
的	u	ude1	-1_n
作用	n	n	1_v
并	c	cc	1_v
未	d	d	1_v
被	p	pbei	1_v
充分	a	ad	1_v
重视	v	v	0_Root

在	p	p	1_v
旧城	a	a	1_v
改建	v	v	0_Root
中	f	f	-1_v

对	p	p	1_n
房屋拆迁	n	n	1_p
应	v	v	1_p
通过	p	p	0_Root
公证	n	n	1_n
机关	n	n	-1_p

依	d	d	1_v
法	d	d	-1_d
办理	v	v	0_Root
房屋拆迁	n	n	1_n
协议	n	n	1_n
公证	n	n	-1_v

加快	v	v	0_Root
城市	n	n	1_v
改造	v	vn	1_n
步伐	n	n	-2_v

促进	v	v	2_v
房地产业	n	n	1_v
的	u	ude1	-1_n
发展	v	vn	-1_v
均	d	d	1_v
具有	v	v	0_Root
重要	a	a	1_n
意义	n	n	-1_v

北京市	n	ns	1_ns
东城	n	ns	1_n
公证处	n	n	1_nr
张殿玺	n	nr	0_Root

藏	n	nr2	1_ng
汉	n	nr2	-1_nr2
一家	n	n	-2_nr2
亲	n	ng	0_Root

西藏	n	ns	1_n
民族学院	n	n	1_n
工会	n	n	1_n
组织	n	n	0_Root
藏族	n	nz	1_n
职工	n	n	-1_n
及其	c	cc	-1_n
家属	n	n	-1_n

赴	v	v	0_Root
陕西	n	ns	1_ns
户县	n	ns	3_n
朱雀	n	n	2_n
森林	n	n	1_n
公园	n	n	-1_v
旅游	v	vn	-1_v

八	t	t	1_t
月	t	t	2_t
二十	t	t	1_t
日	t	t	1_t
下午	t	t	2_t
二	t	t	1_t
时	t	t	0_Root
许	m	m	-1_t

他们	r	rr	1_v
行	v	vi	0_Root
至	p	p	1_n
双龙	m	m	1_ns
潭	n	ns	1_n
瀑布	n	n	-1_v
时	n	ng	-1_v

忽然	d	d	1_v
听到	v	v	0_Root
有	r	r	-1_v
人	r	r	-1_r
喊	v	v	-1_r

娃	n	ng	1_v
掉	v	v	0_Root
下去	v	vf	-1_v
了	y	y	-2_v

娃	n	ng	1_v
掉	v	v	0_Root
下去	v	vf	-1_v
了	y	y	-2_v

学生	n	n	2_n
工作	n	n	1_n
处	n	n	1_n
处长	n	n	0_Root
